id_avaliacao,avaliacao_dificuldade_fg,avaliacao_dificuldade_ce,avaliacao_equipamentos,avaliacao_ambiente
1423,Fácil,Muito fácil,Discordo parcialmente,Discordo
1424,Fácil,Muito fácil,Não se aplica,Concordo totalmente
1425,Difícil,Fácil,Não sei responder,Não se aplica
1426,Difícil,Resposta anulada,Discordo parcialmente,Discordo totalmente
1427,Muito fácil,Muito difícil,Não se aplica,Concordo totalmente
1428,Difícil,Fácil,Discordo,Não sei responder
1429,Fácil,Muito fácil,Discordo totalmente,Concordo
1430,Difícil,Fácil,Não se aplica,Concordo totalmente
1431,Difícil,Muito difícil,Discordo totalmente,Concordo totalmente
1432,Muito fácil,Difícil,Discordo totalmente,Discordo parcialmente
1433,Médio,Resposta anulada,Discordo parcialmente,Não sei responder
1434,Muito fácil,Difícil,Discordo,Concordo
1435,Médio,Fácil,Não se aplica,Não sei responder
1436,Difícil,Muito difícil,Não sei responder,Concordo parcialmente
1437,Fácil,Fácil,Não sei responder,Concordo
1438,Médio,Resposta anulada,Discordo,Concordo parcialmente
1439,Muito fácil,Muito fácil,Não se aplica,Não sei responder
1440,Muito fácil,Médio,Não sei responder,Discordo
1441,Fácil,Muito difícil,Concordo totalmente,Não se aplica
1442,Muito difícil,Difícil,Não sei responder,Discordo totalmente
1443,Médio,Muito fácil,Não sei responder,Discordo totalmente
1444,Muito difícil,Resposta anulada,Concordo parcialmente,Concordo
1445,Muito fácil,Difícil,Discordo totalmente,Concordo parcialmente
1446,Difícil,Fácil,Não se aplica,Não sei responder
1447,Médio,Muito difícil,Discordo parcialmente,Não se aplica
1448,Fácil,Muito fácil,Concordo parcialmente,Discordo
1449,Médio,Muito difícil,Discordo parcialmente,Concordo totalmente
1450,Muito fácil,Muito fácil,Não sei responder,Concordo parcialmente
1451,Muito difícil,Muito fácil,Concordo,Discordo totalmente
1452,Resposta anulada,Médio,Não sei responder,Concordo totalmente
1453,Médio,Muito fácil,Discordo totalmente,Concordo
1454,Muito difícil,Fácil,Concordo parcialmente,Discordo parcialmente
1455,Fácil,Fácil,Discordo totalmente,Concordo totalmente
1456,Muito difícil,Muito fácil,Concordo totalmente,Concordo
1457,Muito fácil,Muito difícil,Concordo totalmente,Concordo
1458,Muito fácil,Difícil,Não se aplica,Concordo
1459,Difícil,Muito difícil,Discordo,Concordo totalmente
1460,Médio,Fácil,Discordo totalmente,Concordo parcialmente
1461,Médio,Muito fácil,Concordo totalmente,Não se aplica
1462,Difícil,Fácil,Não se aplica,Discordo parcialmente
1463,Muito fácil,Fácil,Não sei responder,Concordo parcialmente
1464,Difícil,Resposta anulada,Discordo parcialmente,Concordo parcialmente
1465,Difícil,Muito fácil,Concordo,Discordo parcialmente
1466,Fácil,Fácil,Concordo totalmente,Discordo totalmente
1467,Médio,Muito fácil,Não sei responder,Discordo parcialmente
1468,Resposta anulada,Muito difícil,Não se aplica,Não se aplica
1469,Muito fácil,Médio,Não se aplica,Discordo
1470,Resposta anulada,Difícil,Discordo parcialmente,Concordo
1471,Médio,Fácil,Não sei responder,Concordo
1472,Resposta anulada,Fácil,Não sei responder,Não sei responder
1473,Muito fácil,Médio,Discordo,Não sei responder
1474,Resposta anulada,Fácil,Discordo,Não se aplica
1475,Resposta anulada,Muito fácil,Concordo totalmente,Concordo totalmente
1476,Médio,Fácil,Discordo,Não sei responder
1477,Difícil,Resposta anulada,Não sei responder,Concordo totalmente
1478,Médio,Muito fácil,Concordo totalmente,Concordo parcialmente
1479,Difícil,Muito fácil,Concordo totalmente,Não se aplica
1480,Médio,Muito difícil,Não sei responder,Concordo
1481,Resposta anulada,Médio,Não sei responder,Concordo
1482,Muito fácil,Fácil,Discordo,Concordo totalmente
1483,Médio,Fácil,Discordo totalmente,Concordo
1484,Médio,Muito difícil,Não sei responder,Discordo parcialmente
1485,Muito fácil,Muito difícil,Não sei responder,Concordo totalmente
1486,Difícil,Fácil,Concordo totalmente,Discordo totalmente
1487,Difícil,Muito fácil,Não sei responder,Concordo
1488,Resposta anulada,Muito fácil,Não sei responder,Não sei responder
1489,Fácil,Fácil,Discordo,Concordo totalmente
1490,Muito difícil,Médio,Concordo totalmente,Discordo
1491,Médio,Muito fácil,Concordo,Discordo
1492,Resposta anulada,Médio,Não se aplica,Concordo
1493,Médio,Muito difícil,Não se aplica,Não sei responder
1494,Muito fácil,Médio,Concordo totalmente,Não sei responder
1495,Resposta anulada,Médio,Concordo,Não se aplica
1496,Fácil,Difícil,Não sei responder,Não se aplica
1497,Muito fácil,Difícil,Não sei responder,Concordo
1498,Muito fácil,Muito difícil,Não se aplica,Discordo parcialmente
1499,Fácil,Muito fácil,Não se aplica,Concordo parcialmente
1500,Muito fácil,Muito fácil,Não se aplica,Concordo
1501,Resposta anulada,Difícil,Concordo totalmente,Concordo parcialmente
1502,Muito fácil,Muito fácil,Não sei responder,Concordo
1503,Difícil,Muito fácil,Concordo,Discordo
1504,Fácil,Difícil,Discordo totalmente,Concordo
1505,Resposta anulada,Médio,Concordo totalmente,Concordo parcialmente
1506,Muito difícil,Muito fácil,Concordo totalmente,Não se aplica
1507,Resposta anulada,Difícil,Concordo,Não se aplica
1508,Difícil,Muito difícil,Discordo,Não sei responder
1509,Muito fácil,Fácil,Discordo,Concordo
1510,Muito fácil,Médio,Não se aplica,Não sei responder
1511,Muito difícil,Difícil,Concordo totalmente,Discordo
1512,Difícil,Fácil,Concordo totalmente,Não se aplica
1513,Fácil,Fácil,Não sei responder,Discordo
1514,Resposta anulada,Muito difícil,Concordo parcialmente,Discordo parcialmente
1515,Muito fácil,Médio,Concordo parcialmente,Discordo totalmente
1516,Muito fácil,Fácil,Não se aplica,Concordo
1517,Muito fácil,Difícil,Não sei responder,Discordo totalmente
1518,Fácil,Difícil,Não sei responder,Discordo parcialmente
1519,Fácil,Fácil,Não se aplica,Não sei responder
1520,Fácil,Resposta anulada,Discordo parcialmente,Concordo
1521,Muito fácil,Resposta anulada,Concordo parcialmente,Concordo
1522,Difícil,Muito fácil,Não sei responder,Não se aplica
1523,Resposta anulada,Muito difícil,Concordo parcialmente,Concordo
1524,Muito fácil,Muito difícil,Discordo totalmente,Discordo
1525,Difícil,Resposta anulada,Discordo,Concordo parcialmente
1526,Fácil,Resposta anulada,Concordo totalmente,Concordo
1527,Fácil,Muito fácil,Discordo,Discordo totalmente
1528,Médio,Muito fácil,Não se aplica,Concordo
1529,Fácil,Fácil,Não se aplica,Discordo totalmente
1530,Difícil,Muito fácil,Concordo totalmente,Não sei responder
1531,Médio,Fácil,Não sei responder,Não se aplica
1532,Médio,Muito difícil,Discordo totalmente,Concordo totalmente
1533,Resposta anulada,Difícil,Discordo totalmente,Discordo
1534,Difícil,Muito difícil,Não sei responder,Discordo totalmente
1535,Médio,Resposta anulada,Não sei responder,Concordo
1536,Difícil,Fácil,Concordo totalmente,Discordo parcialmente
1537,Difícil,Resposta anulada,Discordo,Discordo totalmente
1538,Muito fácil,Difícil,Não se aplica,Concordo totalmente
1539,Muito fácil,Muito difícil,Concordo totalmente,Discordo totalmente
1540,Fácil,Difícil,Não se aplica,Não sei responder
1541,Fácil,Difícil,Não se aplica,Concordo totalmente
1542,Difícil,Resposta anulada,Concordo totalmente,Concordo parcialmente
1543,Fácil,Resposta anulada,Concordo,Concordo totalmente
1544,Fácil,Difícil,Não sei responder,Concordo parcialmente
1545,Muito difícil,Resposta anulada,Concordo parcialmente,Concordo totalmente
1546,Fácil,Muito fácil,Discordo totalmente,Concordo totalmente
1547,Médio,Muito fácil,Concordo totalmente,Discordo parcialmente
1548,Muito fácil,Muito difícil,Discordo,Discordo totalmente
1549,Fácil,Muito difícil,Concordo parcialmente,Discordo
1550,Difícil,Resposta anulada,Concordo totalmente,Não sei responder
1551,Muito difícil,Resposta anulada,Discordo,Discordo
1552,Médio,Resposta anulada,Não se aplica,Concordo totalmente
1553,Difícil,Fácil,Discordo totalmente,Não sei responder
1554,Resposta anulada,Muito difícil,Não se aplica,Concordo
1555,Muito difícil,Médio,Não se aplica,Concordo totalmente
1556,Muito fácil,Fácil,Não sei responder,Concordo totalmente
1557,Médio,Muito fácil,Não se aplica,Discordo
1558,Muito difícil,Médio,Não se aplica,Discordo parcialmente
1559,Muito difícil,Muito fácil,Discordo totalmente,Discordo parcialmente
1560,Resposta anulada,Difícil,Concordo,Não sei responder
1561,Muito difícil,Médio,Não sei responder,Concordo
1562,Médio,Muito difícil,Não sei responder,Concordo totalmente
1563,Muito difícil,Fácil,Discordo totalmente,Concordo parcialmente
1564,Fácil,Muito difícil,Discordo,Concordo totalmente
1565,Muito fácil,Médio,Discordo,Concordo totalmente
1566,Muito fácil,Muito difícil,Discordo parcialmente,Discordo totalmente
1567,Médio,Resposta anulada,Não sei responder,Discordo totalmente
1568,Muito fácil,Muito fácil,Concordo,Não sei responder
1569,Resposta anulada,Médio,Não sei responder,Discordo totalmente
1570,Difícil,Resposta anulada,Discordo parcialmente,Concordo totalmente
1571,Muito difícil,Fácil,Concordo,Concordo totalmente
1572,Resposta anulada,Difícil,Discordo,Concordo parcialmente
1573,Muito difícil,Resposta anulada,Concordo,Concordo parcialmente
1574,Muito fácil,Fácil,Não se aplica,Concordo parcialmente
1575,Difícil,Muito fácil,Não sei responder,Não sei responder
1576,Resposta anulada,Médio,Não sei responder,Não sei responder
1577,Muito fácil,Fácil,Discordo totalmente,Concordo totalmente
1578,Médio,Muito fácil,Não sei responder,Concordo
1579,Fácil,Difícil,Discordo totalmente,Concordo totalmente
1580,Muito fácil,Muito difícil,Concordo parcialmente,Discordo
1581,Resposta anulada,Médio,Concordo totalmente,Concordo
1582,Resposta anulada,Difícil,Concordo totalmente,Não sei responder
1583,Muito difícil,Médio,Discordo parcialmente,Concordo totalmente
1584,Muito fácil,Muito fácil,Discordo totalmente,Concordo parcialmente
1585,Muito fácil,Muito fácil,Não se aplica,Concordo totalmente
1586,Muito fácil,Médio,Não se aplica,Concordo
1587,Fácil,Muito fácil,Não sei responder,Concordo
1588,Resposta anulada,Difícil,Concordo parcialmente,Concordo totalmente
1589,Fácil,Muito difícil,Concordo parcialmente,Não sei responder
1590,Resposta anulada,Muito difícil,Concordo totalmente,Não se aplica
1591,Fácil,Difícil,Discordo,Concordo totalmente
1592,Difícil,Muito fácil,Discordo totalmente,Concordo totalmente
1593,Difícil,Fácil,Discordo totalmente,Concordo totalmente
1594,Fácil,Muito fácil,Não sei responder,Concordo totalmente
1595,Muito difícil,Muito fácil,Discordo parcialmente,Concordo totalmente
1596,Muito fácil,Muito difícil,Concordo totalmente,Não se aplica
1597,Muito fácil,Fácil,Concordo totalmente,Não sei responder
1598,Resposta anulada,Fácil,Concordo,Concordo totalmente
1599,Resposta anulada,Muito difícil,Concordo totalmente,Concordo
1600,Fácil,Muito difícil,Não se aplica,Não sei responder
1601,Difícil,Resposta anulada,Não se aplica,Concordo totalmente
1602,Muito fácil,Muito fácil,Discordo totalmente,Concordo totalmente
1603,Muito fácil,Fácil,Discordo totalmente,Concordo
1604,Muito fácil,Difícil,Concordo parcialmente,Discordo totalmente
1605,Muito fácil,Fácil,Concordo totalmente,Discordo parcialmente
1606,Muito fácil,Médio,Concordo,Discordo totalmente
1607,Muito difícil,Médio,Não sei responder,Concordo totalmente
1608,Difícil,Fácil,Discordo parcialmente,Concordo totalmente
1609,Muito fácil,Fácil,Não se aplica,Discordo
1610,Muito fácil,Muito difícil,Discordo,Concordo totalmente
1611,Difícil,Fácil,Não sei responder,Concordo
1612,Fácil,Muito fácil,Discordo parcialmente,Concordo
1613,Muito fácil,Resposta anulada,Não se aplica,Não sei responder
1614,Muito difícil,Fácil,Concordo,Não se aplica
1615,Muito fácil,Difícil,Não se aplica,Discordo parcialmente
1616,Fácil,Muito difícil,Não se aplica,Concordo
1617,Fácil,Médio,Não sei responder,Discordo totalmente
1618,Resposta anulada,Muito fácil,Concordo,Concordo
1619,Difícil,Fácil,Não se aplica,Concordo parcialmente
1620,Resposta anulada,Muito difícil,Concordo,Concordo parcialmente
1621,Fácil,Muito difícil,Concordo parcialmente,Discordo totalmente
1622,Médio,Resposta anulada,Discordo,Concordo
1623,Muito fácil,Muito difícil,Discordo parcialmente,Concordo
1624,Difícil,Fácil,Não sei responder,Discordo parcialmente
1625,Difícil,Fácil,Concordo parcialmente,Discordo totalmente
1626,Resposta anulada,Resposta anulada,Não informado,Não informado
1627,Muito fácil,Muito fácil,Discordo totalmente,Concordo
1628,Muito fácil,Resposta anulada,Concordo parcialmente,Discordo totalmente
1629,Fácil,Médio,Não informado,Não informado
1630,Muito fácil,Muito difícil,Concordo parcialmente,Discordo totalmente
1631,Médio,Resposta anulada,Discordo totalmente,Concordo parcialmente
1632,Difícil,Resposta anulada,Discordo totalmente,Discordo parcialmente
1633,Muito difícil,Muito fácil,Discordo totalmente,Concordo parcialmente
1634,Resposta anulada,Difícil,Concordo totalmente,Discordo
1635,Difícil,Muito difícil,Discordo totalmente,Não sei responder
1636,Difícil,Fácil,Discordo,Concordo
1637,Fácil,Muito difícil,Concordo,Discordo parcialmente
1638,Fácil,Muito difícil,Concordo,Discordo
1639,Muito fácil,Muito difícil,Discordo totalmente,Discordo parcialmente
1640,Fácil,Muito fácil,Discordo totalmente,Discordo parcialmente
1641,Difícil,Resposta anulada,Discordo,Concordo
1642,Muito difícil,Fácil,Discordo parcialmente,Discordo totalmente
1643,Resposta anulada,Difícil,Discordo parcialmente,Concordo parcialmente
1644,Muito fácil,Fácil,Concordo,Discordo totalmente
1645,Resposta anulada,Muito fácil,Discordo,Discordo totalmente
1646,Fácil,Fácil,Não sei responder,Discordo totalmente
1647,Muito fácil,Médio,Discordo totalmente,Concordo totalmente
1648,Resposta anulada,Muito fácil,Concordo parcialmente,Concordo parcialmente
1649,Muito fácil,Muito difícil,Discordo parcialmente,Concordo totalmente
1650,Difícil,Fácil,Discordo,Concordo totalmente
1651,Fácil,Muito fácil,Concordo totalmente,Discordo
1652,Fácil,Muito difícil,Concordo,Discordo totalmente
1653,Muito difícil,Médio,Concordo,Não sei responder
1654,Resposta anulada,Difícil,Discordo parcialmente,Discordo
1655,Muito difícil,Médio,Não se aplica,Concordo parcialmente
1656,Muito difícil,Médio,Não se aplica,Discordo
1657,Muito difícil,Muito fácil,Discordo parcialmente,Discordo
1658,Fácil,Muito fácil,Discordo parcialmente,Concordo totalmente
1659,Fácil,Muito fácil,Não sei responder,Discordo totalmente
1660,Resposta anulada,Médio,Concordo parcialmente,Concordo totalmente
1661,Muito fácil,Fácil,Concordo totalmente,Discordo
1662,Muito difícil,Resposta anulada,Discordo parcialmente,Concordo
1663,Resposta anulada,Difícil,Discordo,Discordo totalmente
1664,Resposta anulada,Muito difícil,Discordo,Discordo totalmente
1665,Difícil,Difícil,Discordo,Não informado
1666,Difícil,Difícil,Não informado,Não informado
1667,Muito difícil,Resposta anulada,Discordo,Discordo totalmente
1668,Difícil,Muito fácil,Discordo,Concordo totalmente
1669,Médio,Resposta anulada,Discordo,Concordo totalmente
1670,Muito fácil,Muito fácil,Discordo totalmente,Não sei responder
1671,Médio,Resposta anulada,Discordo parcialmente,Não se aplica
1672,Muito difícil,Médio,Discordo,Concordo totalmente
1673,Muito fácil,Resposta anulada,Discordo totalmente,Concordo
1674,Difícil,Fácil,Discordo parcialmente,Não sei responder
1675,Muito fácil,Fácil,Concordo parcialmente,Discordo totalmente
1676,Difícil,Resposta anulada,Concordo parcialmente,Discordo
1677,Muito fácil,Muito difícil,Discordo,Concordo parcialmente
1678,Resposta anulada,Médio,Concordo totalmente,Não sei responder
1679,Resposta anulada,Difícil,Concordo,Discordo
1680,Resposta anulada,Muito difícil,Discordo parcialmente,Discordo totalmente
1681,Médio,Médio,Não informado,Não informado
1682,Médio,Difícil,Não informado,Não informado
1683,Muito difícil,Resposta anulada,Discordo,Concordo
1684,Resposta anulada,Médio,Discordo totalmente,Discordo
1685,Muito difícil,Fácil,Concordo totalmente,Discordo parcialmente
1686,Muito difícil,Médio,Discordo totalmente,Não sei responder
1687,Muito difícil,Médio,Discordo parcialmente,Não sei responder
1688,Difícil,Médio,Não informado,Não informado
1689,Difícil,Muito fácil,Discordo parcialmente,Concordo
1690,Muito difícil,Médio,Não sei responder,Discordo
1691,Médio,Muito difícil,Não informado,Não informado
1692,Muito difícil,Muito fácil,Concordo,Concordo parcialmente
1693,Muito difícil,Muito fácil,Discordo,Concordo parcialmente
1694,Resposta anulada,Fácil,Discordo,Concordo
1695,Resposta anulada,Difícil,Concordo,Discordo parcialmente
1696,Resposta anulada,Muito difícil,Discordo parcialmente,Concordo
1697,Médio,Resposta anulada,Discordo,Discordo totalmente
1698,Médio,Muito fácil,Discordo parcialmente,Concordo totalmente
1699,Fácil,Resposta anulada,Discordo,Concordo
1700,Médio,Médio,Concordo,Não informado
1701,Resposta anulada,Médio,Discordo parcialmente,Discordo totalmente
1702,Difícil,Fácil,Concordo,Discordo totalmente
1703,Muito difícil,Muito fácil,Discordo parcialmente,Discordo totalmente
1704,Difícil,Fácil,Concordo totalmente,Discordo
1705,Resposta anulada,Fácil,Concordo totalmente,Concordo
1706,Muito difícil,Fácil,Concordo totalmente,Concordo parcialmente
1707,Fácil,Muito fácil,Concordo totalmente,Não sei responder
1708,Muito difícil,Médio,Discordo totalmente,Concordo totalmente
1709,Resposta anulada,Médio,Discordo parcialmente,Concordo totalmente
1710,Muito fácil,Difícil,Discordo totalmente,Concordo totalmente
1711,Muito fácil,Difícil,Concordo totalmente,Discordo
1712,Fácil,Difícil,Não se aplica,Discordo parcialmente
1713,Difícil,Muito fácil,Não sei responder,Concordo parcialmente
1714,Fácil,Resposta anulada,Concordo totalmente,Concordo parcialmente
1715,Médio,Médio,Concordo totalmente,Não informado
1716,Muito difícil,Muito fácil,Discordo parcialmente,Concordo
1717,Resposta anulada,Muito fácil,Concordo,Concordo totalmente
1718,Difícil,Difícil,Concordo totalmente,Não informado
1719,Muito difícil,Muito fácil,Discordo,Concordo
1720,Difícil,Fácil,Discordo totalmente,Concordo
1721,Difícil,Médio,Não informado,Concordo totalmente
1722,Resposta anulada,Médio,Discordo totalmente,Concordo totalmente
1723,Médio,Muito fácil,Não se aplica,Concordo parcialmente
1724,Muito fácil,Muito difícil,Discordo totalmente,Concordo totalmente
1725,Médio,Médio,Não informado,Concordo totalmente
1726,Difícil,Muito fácil,Não se aplica,Concordo totalmente
1727,Muito fácil,Resposta anulada,Discordo,Não sei responder
1728,Muito fácil,Fácil,Discordo totalmente,Concordo parcialmente
1729,Muito fácil,Resposta anulada,Não se aplica,Discordo totalmente
1730,Muito difícil,Médio,Discordo,Não sei responder
1731,Muito difícil,Fácil,Não sei responder,Não se aplica
1732,Médio,Resposta anulada,Discordo totalmente,Não sei responder
1733,Muito difícil,Médio,Não sei responder,Discordo totalmente
1734,Fácil,Resposta anulada,Concordo totalmente,Não se aplica
1735,Fácil,Muito fácil,Discordo totalmente,Concordo parcialmente
1736,Resposta anulada,Muito fácil,Discordo parcialmente,Discordo parcialmente
1737,Médio,Muito fácil,Não sei responder,Discordo
1738,Fácil,Muito difícil,Não sei responder,Concordo
1739,Muito fácil,Fácil,Não se aplica,Discordo totalmente
1740,Difícil,Muito fácil,Discordo,Não se aplica
1741,Muito fácil,Resposta anulada,Discordo parcialmente,Discordo totalmente
1742,Muito difícil,Resposta anulada,Discordo,Discordo parcialmente
1743,Muito difícil,Fácil,Não sei responder,Discordo
1744,Fácil,Fácil,Não se aplica,Discordo
1745,Difícil,Muito fácil,Discordo totalmente,Não se aplica
1746,Resposta anulada,Médio,Discordo totalmente,Discordo parcialmente
1747,Muito fácil,Muito difícil,Não sei responder,Concordo parcialmente
1748,Muito difícil,Médio,Discordo parcialmente,Não se aplica
1749,Muito fácil,Muito difícil,Não sei responder,Não se aplica
1750,Resposta anulada,Médio,Concordo,Não sei responder
1751,Muito fácil,Difícil,Não sei responder,Discordo parcialmente
1752,Difícil,Resposta anulada,Discordo totalmente,Não se aplica
1753,Médio,Muito fácil,Concordo,Discordo totalmente
1754,Muito fácil,Muito difícil,Não se aplica,Não sei responder
1755,Fácil,Resposta anulada,Concordo,Não sei responder
1756,Resposta anulada,Muito difícil,Concordo parcialmente,Discordo
1757,Fácil,Muito fácil,Não sei responder,Discordo parcialmente
1758,Muito difícil,Muito fácil,Discordo totalmente,Discordo
1759,Difícil,Resposta anulada,Não sei responder,Discordo parcialmente
1760,Resposta anulada,Fácil,Concordo,Discordo parcialmente
1761,Médio,Muito fácil,Discordo parcialmente,Discordo totalmente
1762,Muito fácil,Difícil,Não sei responder,Concordo totalmente
1763,Fácil,Muito fácil,Não se aplica,Não sei responder
1764,Fácil,Muito fácil,Discordo totalmente,Não sei responder
1765,Resposta anulada,Médio,Discordo,Concordo parcialmente
1766,Muito fácil,Muito fácil,Não se aplica,Discordo parcialmente
1767,Muito difícil,Muito fácil,Discordo totalmente,Não se aplica
1768,Fácil,Resposta anulada,Não sei responder,Não sei responder
1769,Fácil,Muito fácil,Concordo,Não se aplica
1770,Fácil,Difícil,Não sei responder,Discordo totalmente
1771,Muito fácil,Resposta anulada,Não sei responder,Concordo totalmente
1772,Muito fácil,Muito difícil,Não sei responder,Concordo
1773,Resposta anulada,Muito difícil,Discordo,Concordo parcialmente
1774,Resposta anulada,Médio,Não sei responder,Concordo parcialmente
1775,Muito fácil,Difícil,Não se aplica,Concordo parcialmente
1776,Muito difícil,Muito fácil,Concordo parcialmente,Discordo
1777,Difícil,Fácil,Não se aplica,Discordo totalmente
1778,Resposta anulada,Difícil,Concordo parcialmente,Discordo totalmente
1779,Muito difícil,Muito fácil,Concordo,Discordo
1780,Resposta anulada,Fácil,Discordo parcialmente,Concordo
1781,Fácil,Muito fácil,Concordo,Não sei responder
1782,Fácil,Muito fácil,Concordo,Discordo totalmente
1783,Fácil,Resposta anulada,Discordo parcialmente,Discordo totalmente
1784,Médio,Muito difícil,Discordo totalmente,Não sei responder
1785,Muito fácil,Muito difícil,Concordo,Discordo
1786,Muito fácil,Muito difícil,Concordo parcialmente,Não se aplica
1787,Resposta anulada,Médio,Discordo,Não se aplica
1788,Muito fácil,Resposta anulada,Concordo parcialmente,Discordo parcialmente
1789,Resposta anulada,Fácil,Concordo parcialmente,Concordo totalmente
1790,Resposta anulada,Difícil,Concordo totalmente,Não se aplica
1791,Médio,Muito fácil,Discordo parcialmente,Não sei responder
1792,Muito fácil,Resposta anulada,Concordo,Discordo parcialmente
1793,Fácil,Resposta anulada,Discordo totalmente,Discordo
1794,Resposta anulada,Muito fácil,Concordo parcialmente,Concordo
1795,Resposta anulada,Difícil,Não sei responder,Não sei responder
1796,Resposta anulada,Fácil,Concordo parcialmente,Não se aplica
1797,Médio,Resposta anulada,Concordo,Discordo parcialmente
1798,Resposta anulada,Muito difícil,Discordo parcialmente,Discordo
1799,Fácil,Muito fácil,Discordo,Concordo totalmente
1800,Muito difícil,Fácil,Concordo parcialmente,Não se aplica
1801,Muito difícil,Fácil,Não se aplica,Concordo parcialmente
1802,Fácil,Muito fácil,Não se aplica,Concordo
1803,Muito fácil,Difícil,Discordo parcialmente,Concordo totalmente
1804,Médio,Muito fácil,Discordo,Não sei responder
1805,Muito difícil,Fácil,Discordo,Discordo parcialmente
1806,Resposta anulada,Muito difícil,Concordo parcialmente,Não se aplica
1807,Médio,Muito fácil,Discordo,Concordo totalmente
1808,Difícil,Resposta anulada,Concordo parcialmente,Não se aplica
1809,Muito difícil,Fácil,Concordo totalmente,Discordo
1810,Médio,Muito fácil,Não se aplica,Concordo totalmente
1811,Resposta anulada,Muito fácil,Concordo,Concordo parcialmente
1812,Muito difícil,Fácil,Discordo,Concordo totalmente
1813,Resposta anulada,Médio,Concordo parcialmente,Discordo
1814,Resposta anulada,Médio,Não se aplica,Concordo parcialmente
1815,Muito fácil,Médio,Discordo totalmente,Não se aplica
1816,Médio,Resposta anulada,Concordo totalmente,Discordo parcialmente
1817,Fácil,Muito fácil,Discordo,Não sei responder
1818,Resposta anulada,Médio,Discordo totalmente,Concordo parcialmente
1819,Muito difícil,Resposta anulada,Discordo parcialmente,Não se aplica
1820,Resposta anulada,Muito fácil,Concordo totalmente,Concordo
1821,Resposta anulada,Difícil,Não sei responder,Concordo parcialmente
1822,Muito fácil,Médio,Não sei responder,Concordo parcialmente
1823,Resposta anulada,Muito difícil,Não sei responder,Não se aplica
1824,Resposta anulada,Médio,Não sei responder,Discordo parcialmente
1825,Médio,Médio,Não informado,Concordo
1826,Resposta anulada,Muito difícil,Concordo parcialmente,Não sei responder
1827,Muito difícil,Resposta anulada,Concordo parcialmente,Discordo
1828,Resposta anulada,Muito difícil,Concordo,Concordo totalmente
1829,Resposta anulada,Muito difícil,Concordo totalmente,Concordo parcialmente
1830,Muito fácil,Muito fácil,Discordo,Concordo totalmente
1831,Fácil,Resposta anulada,Concordo parcialmente,Discordo
1832,Médio,Difícil,Não informado,Concordo
1833,Resposta anulada,Fácil,Concordo parcialmente,Concordo
1834,Fácil,Resposta anulada,Concordo,Discordo
1835,Difícil,Fácil,Não se aplica,Concordo
1836,Muito fácil,Muito difícil,Discordo totalmente,Concordo
1837,Médio,Resposta anulada,Concordo,Discordo
1838,Difícil,Resposta anulada,Não se aplica,Concordo parcialmente
1839,Muito fácil,Resposta anulada,Concordo parcialmente,Concordo totalmente
1840,Muito difícil,Fácil,Concordo parcialmente,Não sei responder
1841,Muito fácil,Resposta anulada,Não se aplica,Concordo totalmente
1842,Médio,Muito fácil,Não se aplica,Discordo totalmente
1843,Muito difícil,Resposta anulada,Concordo,Discordo parcialmente
1844,Muito difícil,Fácil,Concordo totalmente,Não sei responder
1845,Difícil,Resposta anulada,Não se aplica,Discordo
1846,Difícil,Resposta anulada,Concordo,Discordo
1847,Resposta anulada,Difícil,Não se aplica,Não sei responder
1848,Fácil,Muito difícil,Discordo totalmente,Concordo totalmente
1849,Resposta anulada,Fácil,Não se aplica,Concordo totalmente
1850,Muito fácil,Resposta anulada,Concordo totalmente,Não sei responder
1851,Resposta anulada,Difícil,Não sei responder,Discordo parcialmente
1852,Resposta anulada,Muito difícil,Não sei responder,Concordo
1853,Médio,Muito fácil,Concordo,Discordo parcialmente
1854,Resposta anulada,Médio,Não se aplica,Concordo totalmente
1855,Difícil,Fácil,Não sei responder,Concordo totalmente
1856,Muito difícil,Resposta anulada,Concordo,Não se aplica
1857,Fácil,Resposta anulada,Não sei responder,Concordo totalmente
1858,Resposta anulada,Fácil,Discordo totalmente,Discordo
1859,Fácil,Resposta anulada,Não sei responder,Discordo parcialmente
1860,Difícil,Muito fácil,Discordo totalmente,Concordo parcialmente
1861,Muito fácil,Difícil,Discordo parcialmente,Não se aplica
1862,Fácil,Muito fácil,Concordo totalmente,Discordo totalmente
1863,Fácil,Muito fácil,Discordo,Não se aplica
1864,Muito difícil,Muito fácil,Não se aplica,Concordo totalmente
1865,Resposta anulada,Médio,Discordo parcialmente,Concordo
1866,Difícil,Muito fácil,Concordo totalmente,Discordo
1867,Resposta anulada,Muito fácil,Discordo parcialmente,Concordo parcialmente
1868,Resposta anulada,Muito fácil,Concordo totalmente,Não se aplica
1869,Muito difícil,Muito fácil,Discordo,Concordo totalmente
1870,Resposta anulada,Fácil,Concordo,Concordo parcialmente
1871,Difícil,Muito fácil,Discordo parcialmente,Concordo totalmente
1872,Fácil,Muito fácil,Concordo parcialmente,Não sei responder
1873,Resposta anulada,Muito fácil,Concordo totalmente,Concordo parcialmente
1874,Médio,Muito fácil,Discordo totalmente,Não sei responder
1875,Difícil,Muito fácil,Concordo totalmente,Discordo totalmente
1876,Resposta anulada,Muito fácil,Concordo,Discordo parcialmente
1877,Resposta anulada,Médio,Concordo totalmente,Discordo parcialmente
1878,Médio,Muito fácil,Não se aplica,Não sei responder
